iter	Logloss
547	0.2635872827
548	0.2634364846
549	0.2633447671
550	0.2633056796
551	0.263192248
552	0.2630424745
553	0.2629115422
554	0.2627369915
555	0.2626362333
556	0.2625616114
557	0.2625242061
558	0.2624467409
559	0.2623261412
560	0.2622452421
561	0.2622092711
562	0.2620249433
563	0.2619219457
564	0.2618014929
565	0.2616845444
566	0.2615730683
567	0.2614724619
568	0.2612308912
569	0.261132236
570	0.2610565055
571	0.2609532402
572	0.2608525921
573	0.2606978076
574	0.260600041
575	0.2604911075
576	0.2604095683
577	0.2602764199
578	0.2601362513
579	0.2600540758
580	0.259898803
581	0.2598070054
582	0.2597094508
583	0.259624553
584	0.2595569508
585	0.259464612
586	0.2593482792
587	0.2592389829
588	0.2590649186
589	0.2589027259
590	0.2587678101
591	0.2585996169
592	0.2585054831
593	0.2583685105
594	0.2582516198
595	0.2581070835
596	0.2579485566
597	0.2578679069
598	0.2577762154
599	0.2576878375
600	0.2576165978
601	0.2574399871
602	0.2573396668
603	0.257244247
604	0.2571599805
605	0.2570565722
606	0.2569574794
607	0.2568717789
608	0.2567485593
609	0.2566323565
610	0.2564674628
611	0.2563606926
612	0.2562840683
613	0.2562027236
614	0.2560577478
615	0.2559531194
616	0.2558178237
617	0.2557574005
618	0.2556840299
619	0.2555937099
620	0.2555114605
621	0.2554246128
622	0.255244147
623	0.2551402732
624	0.2550335571
625	0.254964627
626	0.2548866803
627	0.254813759
628	0.2546845978
629	0.2545425906
630	0.2544003953
631	0.254206089
632	0.2541583025
633	0.2540406145
634	0.2539103227
635	0.2538223373
636	0.2537442426
637	0.2536655705
638	0.253563008
639	0.2534720413
640	0.2533398222
641	0.2531901613
642	0.2531085052
643	0.2529949046
644	0.2529075096
645	0.2527909318
646	0.2526677561
647	0.2525417074
648	0.2524504658
649	0.2522824088
650	0.2521728413
651	0.2520254136
652	0.2519262996
653	0.2517770528
654	0.2516787486
655	0.2515005788
656	0.251354479
657	0.2512790528
658	0.2511879941
659	0.251067617
660	0.2509611895
661	0.2508767111
662	0.2508056022
663	0.250707788
664	0.2505566466
665	0.2504785625
666	0.250355532
667	0.2502184907
668	0.2500624978
669	0.2499367408
670	0.2498127275
671	0.249733152
672	0.2495940698
673	0.2495145501
674	0.2494072979
675	0.2493758693
676	0.2492226972
677	0.2491601793
678	0.2490540098
679	0.2489403069
680	0.2488509392
681	0.2487286482
682	0.2486213722
683	0.2484857693
684	0.2483837903
685	0.2482762114
686	0.2481534932
687	0.2480473726
688	0.2479374333
689	0.2478890915
690	0.2477537817
691	0.2476342413
692	0.2475305509
693	0.2474591143
694	0.247383175
695	0.2472841009
696	0.2471533519
697	0.2470795002
698	0.2469975074
699	0.2468984247
700	0.2467683384
701	0.2466437448
702	0.2465476001
703	0.2464495555
704	0.2463516214
705	0.2462506139
706	0.2461673313
707	0.2460628234
708	0.2459865279
709	0.2458852511
710	0.2458188271
711	0.2456576733
712	0.2455776928
713	0.2454774842
714	0.2454046794
715	0.245374785
716	0.2453017418
717	0.2451942412
718	0.2451657796
719	0.2450680745
720	0.2449324957
721	0.2448407659
722	0.2447057106
723	0.2446029817
724	0.2445396463
725	0.2443733093
726	0.2443086501
727	0.2442205507
728	0.2440697371
729	0.2439550429
730	0.2438660771
731	0.24379584
732	0.2437379447
733	0.2436742572
734	0.2435488275
735	0.2435010532
736	0.2433963917
737	0.2433345074
738	0.243292469
739	0.2431919277
740	0.243074739
741	0.2429205226
742	0.2428156263
743	0.242755755
744	0.2426376868
745	0.2425653032
746	0.2424543209
747	0.2423590352
748	0.2422201802
749	0.2421081653
750	0.2420096829
751	0.2419440695
752	0.2418451652
753	0.2418182689
754	0.2417033424
755	0.2416198719
756	0.2415228647
757	0.2413980079
758	0.2413036968
759	0.2412298812
760	0.2411615069
761	0.2410397148
762	0.2409667444
763	0.2408205773
764	0.2406826148
765	0.2405703612
766	0.2404749114
767	0.2404114917
768	0.2403457645
769	0.2402240441
770	0.2401055378
771	0.2400179579
772	0.2399077093
773	0.2397965607
774	0.2396741999
775	0.2396081902
776	0.2394923473
777	0.2393609656
778	0.2392307156
779	0.2391772234
780	0.2391550791
781	0.2390764418
782	0.2389890829
783	0.2388958947
784	0.238838137
785	0.2387389568
786	0.238584632
787	0.2384659032
788	0.2383544571
789	0.2382983127
790	0.238178857
791	0.238067148
792	0.2379215063
793	0.2377804816
794	0.2376697216
795	0.2375922358
796	0.2374755896
797	0.2373624029
798	0.2373087582
799	0.2372082475
800	0.2371352111
801	0.2369650649
802	0.2368736645
803	0.2368128118
804	0.2366931724
805	0.2366192424
806	0.2365329345
807	0.236405474
808	0.2362919125
809	0.2362008129
810	0.2360167668
811	0.2358898092
812	0.2358653751
813	0.2358184697
814	0.2357947604
815	0.2356932314
816	0.2356215293
817	0.2355373255
818	0.2354076956
819	0.2352891868
820	0.2352072053
821	0.235108024
822	0.2350566272
823	0.2349510999
824	0.2348976619
825	0.2348357937
826	0.2347684414
827	0.2347111156
828	0.2345852454
829	0.2344828803
830	0.2343766768
831	0.2342972901
832	0.2342618643
833	0.2341466293
834	0.2340545393
835	0.2339666721
836	0.2338436522
837	0.2337830712
838	0.2336674656
839	0.2335338717
840	0.2334592241
841	0.2332897837
842	0.2331961429
843	0.2331267538
844	0.232984488
845	0.2329254144
846	0.2327958957
847	0.2326906017
848	0.2326382522
849	0.232564128
850	0.2324271586
851	0.2323598107
852	0.2323398562
853	0.2322369961
854	0.2322149039
855	0.2321552929
856	0.2321105893
857	0.2320035958
858	0.2319182505
859	0.2318675045
860	0.2317479474
861	0.2316506804
862	0.23159963
863	0.231485507
864	0.2313402568
865	0.2312482263
866	0.2311570228
867	0.2310566917
868	0.2309517171
869	0.2308561378
870	0.2307471478
871	0.2306565453
872	0.2304897019
873	0.2304073015
874	0.2302963034
875	0.2302244025
876	0.2301473832
877	0.2300556918
878	0.2299463563
879	0.2298420914
880	0.2297647411
881	0.2296942568
882	0.2296465566
883	0.2295879369
884	0.22954168
885	0.2294697919
886	0.2294107579
887	0.2293369298
888	0.2292790883
889	0.2291698784
890	0.2291134023
891	0.2290333335
892	0.22896114
893	0.2287988147
894	0.2286776182
895	0.2286586108
896	0.2285632135
897	0.228475242
898	0.2284246594
899	0.2283307219
900	0.2282531692
901	0.2281675725
902	0.228069111
903	0.2279156032
904	0.2278592052
905	0.227779264
906	0.2277003007
907	0.227570653
908	0.2274997399
909	0.2273994638
910	0.2273272962
911	0.2272175859
912	0.2271142499
913	0.2269918494
914	0.2268840958
915	0.2268297097
916	0.2267618111
917	0.2266857075
918	0.2266294767
919	0.2265768633
920	0.2264451807
921	0.2263458835
922	0.2262998943
923	0.2262089745
924	0.2261281469
925	0.226064517
926	0.2259091646
927	0.2258568672
928	0.22576032
929	0.2256769623
930	0.225599199
931	0.2255148049
932	0.2254361118
933	0.225358332
934	0.2252844142
935	0.2251749628
936	0.2250762306
937	0.2250075792
938	0.2249490927
939	0.2248855043
940	0.2248198298
941	0.2247596578
942	0.224617397
943	0.2245634204
944	0.2244741932
945	0.2244216625
946	0.2243223649
947	0.2241954242
948	0.2241037082
949	0.2239941103
950	0.2239421378
951	0.2238414534
952	0.2237659901
953	0.2236913227
954	0.2236084354
955	0.2235018281
956	0.2234115502
957	0.2233846257
958	0.2233342505
959	0.2233025862
960	0.2232847583
961	0.2232092147
962	0.2231576149
963	0.2230862141
964	0.2230111711
965	0.222898162
966	0.2228385619
967	0.2227769077
968	0.2226751183
969	0.2226044163
970	0.2225579526
971	0.2224846719
972	0.2224013374
973	0.2223699594
974	0.2222711841
975	0.222170076
976	0.2220988427
977	0.2219929417
978	0.2219070578
979	0.2218370292
980	0.2217482538
981	0.2217032761
982	0.2216433591
983	0.2215771065
984	0.2214600808
985	0.2213861771
986	0.2212791677
987	0.2212343628
988	0.2211274269
989	0.221082626
990	0.2210110042
991	0.2209855595
992	0.2209156619
993	0.2208661661
994	0.2207490859
995	0.2206294124
996	0.22057057
997	0.2204937289
998	0.2203878642
999	0.2203087512
